297.0,0.0521
309.2,0.162
321.2,0.305
330.8,0.39
340.3,0.443
369.2,0.48
399.3,0.548
425.7,0.568
452.3,0.601
474.3,0.619
498.8,0.637
523.7,0.638
548.8,0.652
575.8,0.653
601.7,0.625
621.3,0.587
649.2,0.51
699.1,0.335
742.4,0.186
767.6,0.118
790.0,0.0726
809.9,0.0465
827.2,0.0305
842.3,0.0205
859.8,0.0124
881.6,0.00691
906.4,0.00315
928.8,0.00163
948.7,0.000915
974.5,0.000423
998.1,0.00171
1015.9,0.00012
1026.0,0.000106
